video_filename,start_time,end_time,label
Abuse011_x264.mp4,01:28.2,01:29.4,normal
Abuse011_x264.mp4,01:27.3,01:35.7,normal
Abuse011_x264.mp4,01:37.7,01:40.0,normal
Abuse011_x264.mp4,01:43.4,01:49.1,normal
Abuse011_x264.mp4,01:48.9,01:52.3,normal
Abuse011_x264.mp4,01:55.3,01:56.8,normal
Abuse012_x264.mp4,00:00.0,00:09.6,normal
Abuse012_x264.mp4,00:09.6,00:17.7,normal
Abuse012_x264.mp4,00:18.9,00:54.8,normal
Abuse012_x264.mp4,00:55.9,00:58.4,normal
Abuse012_x264.mp4,01:00.3,01:03.4,normal
Abuse012_x264.mp4,01:03.9,01:06.0,normal
Abuse012_x264.mp4,01:06.9,01:12.2,normal
Abuse012_x264.mp4,01:12.6,01:20.4,normal
Abuse012_x264.mp4,01:20.7,01:26.0,normal
Abuse012_x264.mp4,01:26.9,01:43.6,normal
Abuse012_x264.mp4,01:45.1,02:07.5,normal
Abuse012_x264.mp4,02:17.2,02:23.6,normal
Abuse012_x264.mp4,02:27.8,02:51.0,normal
Abuse014_x264.mp4,00:00.0,00:20.2,normal
Abuse014_x264.mp4,00:21.7,00:30.3,normal
Abuse014_x264.mp4,00:24.0,00:26.1,normal
Abuse014_x264.mp4,00:26.3,00:30.1,normal
Abuse014_x264.mp4,00:30.2,00:40.3,normal
Abuse014_x264.mp4,00:33.7,00:40.3,normal
Abuse014_x264.mp4,00:41.6,00:42.3,normal
Abuse014_x264.mp4,00:41.2,00:50.4,normal
Abuse014_x264.mp4,00:51.3,01:00.3,normal
Abuse014_x264.mp4,01:00.7,01:26.3,normal
Abuse015_x264.mp4,00:36.4,00:40.1,normal
Abuse015_x264.mp4,00:40.3,00:43.1,normal
Abuse015_x264.mp4,00:42.9,00:50.2,normal
Abuse015_x264.mp4,00:51.1,00:52.4,normal
Abuse015_x264.mp4,00:52.7,00:55.7,normal
Abuse015_x264.mp4,00:55.9,00:58.6,normal
Abuse015_x264.mp4,00:59.1,01:08.8,normal
Abuse015_x264.mp4,01:08.9,01:11.2,normal
Abuse015_x264.mp4,01:12.8,01:16.1,normal
Abuse015_x264.mp4,01:17.2,01:24.9,normal
Abuse015_x264.mp4,01:25.4,01:36.3,normal
Abuse015_x264.mp4,01:36.4,01:52.8,normal
Abuse015_x264.mp4,01:43.4,01:46.3,normal
Abuse015_x264.mp4,01:43.4,01:52.5,normal
Abuse015_x264.mp4,01:53.3,01:59.4,normal
Abuse015_x264.mp4,02:00.1,02:12.6,normal
Abuse015_x264.mp4,02:13.0,02:17.3,normal
Abuse015_x264.mp4,02:18.9,02:28.3,normal
Abuse015_x264.mp4,02:28.9,02:32.3,normal
Abuse015_x264.mp4,02:33.2,02:37.3,normal
Abuse015_x264.mp4,02:38.3,02:41.7,normal
Abuse015_x264.mp4,02:42.0,02:50.3,normal
Abuse015_x264.mp4,02:51.0,02:56.5,normal
Abuse015_x264.mp4,02:59.3,03:06.0,normal
Abuse015_x264.mp4,03:07.8,03:13.2,suspicious
Abuse015_x264.mp4,03:12.3,03:19.0,suspicious
Abuse015_x264.mp4,03:20.6,03:27.2,suspicious
Abuse015_x264.mp4,03:28.5,03:36.8,normal
Abuse015_x264.mp4,03:37.9,03:43.3,normal
Abuse015_x264.mp4,03:44.3,03:57.1,normal
Abuse015_x264.mp4,03:57.3,04:00.7,normal
Abuse015_x264.mp4,04:01.8,04:13.3,normal
Abuse015_x264.mp4,04:14.2,04:22.1,normal
Abuse016_x264.mp4,00:03.0,00:07.3,normal
Abuse016_x264.mp4,00:07.9,00:11.9,normal
Abuse016_x264.mp4,00:12.0,00:16.4,normal
Abuse016_x264.mp4,00:17.0,00:21.9,normal
Abuse016_x264.mp4,00:22.7,00:24.6,normal
Abuse016_x264.mp4,00:25.0,00:30.3,normal
Abuse016_x264.mp4,00:31.2,00:39.3,normal
Abuse016_x264.mp4,00:39.9,00:45.3,normal
Abuse017_x264.mp4,00:03.4,00:10.3,suspicious
Abuse017_x264.mp4,00:07.4,00:12.5,suspicious
Abuse017_x264.mp4,00:16.9,00:21.2,suspicious
Abuse017_x264.mp4,00:21.3,00:25.6,suspicious
Abuse017_x264.mp4,00:26.6,00:30.6,suspicious
Abuse017_x264.mp4,00:31.0,00:40.3,normal
Abuse017_x264.mp4,00:41.2,00:50.5,normal
Abuse017_x264.mp4,00:51.2,01:04.0,normal
Abuse018_x264.mp4,00:02.2,00:10.3,normal
Abuse018_x264.mp4,00:11.9,00:20.3,normal
Abuse018_x264.mp4,00:21.5,00:40.4,normal
Abuse018_x264.mp4,00:41.7,01:00.3,normal
Abuse018_x264.mp4,01:00.3,01:10.4,normal
Abuse019_x264.mp4,00:00.1,00:06.1,normal
Abuse019_x264.mp4,00:06.1,00:15.9,normal
Abuse019_x264.mp4,00:16.3,00:20.6,normal
Abuse019_x264.mp4,00:22.6,00:29.4,suspicious
Abuse019_x264.mp4,00:30.5,00:34.4,suspicious
Abuse019_x264.mp4,00:35.0,00:37.6,suspicious
Abuse019_x264.mp4,00:37.8,00:43.4,normal
Abuse019_x264.mp4,00:43.9,00:48.4,normal
Abuse019_x264.mp4,00:49.9,00:57.9,normal
Abuse019_x264.mp4,00:57.5,01:00.7,normal
Abuse019_x264.mp4,01:01.5,01:10.6,suspicious
Abuse019_x264.mp4,01:11.2,01:17.5,suspicious
Abuse019_x264.mp4,01:19.5,01:26.6,suspicious
Abuse019_x264.mp4,01:27.5,01:32.1,normal
Abuse019_x264.mp4,01:32.6,01:46.2,normal
Abuse019_x264.mp4,01:47.6,01:57.1,normal
Abuse019_x264.mp4,01:58.5,02:04.7,normal
Abuse019_x264.mp4,02:03.1,02:11.4,normal
Abuse020_x264.mp4,00:00.9,00:13.9,suspicious
Abuse020_x264.mp4,00:19.7,00:40.0,suspicious
Abuse020_x264.mp4,00:40.5,00:52.8,normal
Abuse020_x264.mp4,00:53.8,00:58.1,normal
Abuse020_x264.mp4,00:58.4,01:11.4,suspicious
Abuse020_x264.mp4,01:14.8,01:30.3,suspicious
Abuse020_x264.mp4,01:31.5,01:40.5,suspicious
Abuse021_x264.mp4,00:01.3,00:07.6,normal
Abuse021_x264.mp4,00:08.3,00:12.0,normal
Abuse021_x264.mp4,00:15.6,00:18.0,normal
Abuse021_x264.mp4,00:18.4,00:22.2,normal
Abuse021_x264.mp4,00:25.5,00:28.7,normal
Abuse021_x264.mp4,00:27.8,00:35.6,normal
Abuse021_x264.mp4,00:37.3,00:39.7,normal
Abuse021_x264.mp4,00:40.7,00:44.0,normal
Abuse021_x264.mp4,00:46.1,00:48.8,normal
Abuse022_x264.mp4,00:00.0,00:06.0,suspicious
Abuse022_x264.mp4,00:05.8,00:09.6,suspicious
Abuse022_x264.mp4,00:09.8,00:11.5,suspicious
Abuse022_x264.mp4,00:11.5,00:15.1,suspicious
Abuse022_x264.mp4,00:16.6,00:20.0,suspicious
Abuse022_x264.mp4,00:22.2,00:28.4,normal
Abuse022_x264.mp4,00:29.7,00:38.7,normal
Abuse022_x264.mp4,00:39.4,00:47.7,normal
Abuse022_x264.mp4,00:47.7,00:55.3,normal
Abuse022_x264.mp4,00:56.4,01:03.7,normal
Abuse022_x264.mp4,01:04.5,01:06.5,normal
Abuse022_x264.mp4,01:11.5,01:24.7,normal
Abuse022_x264.mp4,01:30.5,01:34.5,normal
Abuse023_x264.mp4,00:00.0,00:03.4,suspicious
Abuse023_x264.mp4,00:04.4,00:05.2,suspicious
Abuse023_x264.mp4,00:06.3,00:08.3,suspicious
Abuse023_x264.mp4,00:09.4,00:18.2,normal
Abuse024_x264.mp4,00:02.1,00:11.6,normal
Abuse024_x264.mp4,00:15.5,00:22.1,normal
Abuse024_x264.mp4,00:22.5,00:24.2,suspicious
Abuse024_x264.mp4,00:24.7,00:30.3,suspicious
Abuse025_x264.mp4,00:00.3,00:07.2,normal
Abuse025_x264.mp4,00:07.3,00:10.2,normal
Abuse025_x264.mp4,00:11.3,00:16.3,normal
Abuse025_x264.mp4,00:16.4,00:19.3,normal
Abuse025_x264.mp4,00:20.2,00:23.5,normal
Abuse026_x264.mp4,00:00.0,00:10.6,normal
Abuse026_x264.mp4,00:10.9,00:20.4,normal
Abuse026_x264.mp4,00:20.7,00:30.5,normal
Abuse026_x264.mp4,00:30.6,00:40.7,normal
Abuse026_x264.mp4,00:40.8,00:50.9,normal
Abuse026_x264.mp4,00:50.6,00:56.0,normal
Abuse027_x264.mp4,00:00.0,00:09.3,normal
Abuse027_x264.mp4,00:10.3,00:14.3,normal
Abuse027_x264.mp4,00:15.8,00:31.3,normal
Abuse027_x264.mp4,00:38.4,00:47.8,normal
Abuse027_x264.mp4,00:56.3,01:02.1,normal
Abuse027_x264.mp4,01:02.1,01:18.0,normal
Abuse027_x264.mp4,01:18.6,02:05.1,normal
Abuse027_x264.mp4,02:07.3,02:16.3,normal
Abuse027_x264.mp4,02:16.6,02:22.0,normal
Abuse027_x264.mp4,02:22.5,02:25.0,normal
Abuse028_x264.mp4,00:00.7,00:06.7,normal
Abuse028_x264.mp4,00:06.7,00:14.7,normal
Abuse028_x264.mp4,00:15.3,00:22.4,normal
Abuse028_x264.mp4,00:26.7,00:35.3,normal
Abuse029_x264.mp4,00:01.6,00:03.3,normal
Abuse029_x264.mp4,00:04.3,00:05.1,normal
Abuse029_x264.mp4,00:06.1,00:08.9,normal
Abuse029_x264.mp4,00:09.1,00:10.0,normal
Abuse030_x264.mp4,00:01.3,00:05.5,normal
Abuse030_x264.mp4,00:06.4,00:10.8,normal
Abuse030_x264.mp4,00:11.3,00:13.0,normal
Abuse030_x264.mp4,00:14.3,00:19.4,normal
Abuse030_x264.mp4,00:20.9,00:22.4,normal
Abuse030_x264.mp4,00:23.1,00:36.9,normal
Abuse030_x264.mp4,00:37.3,00:40.5,normal
Abuse030_x264.mp4,00:41.9,00:42.2,suspicious
Abuse030_x264.mp4,00:43.2,00:45.6,suspicious
Abuse030_x264.mp4,00:46.8,00:51.3,suspicious
Abuse031_x264.mp4,00:04.3,00:10.3,normal
Abuse031_x264.mp4,00:11.2,00:16.3,normal
Abuse031_x264.mp4,00:17.3,00:20.6,normal
Abuse031_x264.mp4,00:21.2,00:26.3,normal
Abuse031_x264.mp4,00:27.5,00:33.4,normal
Abuse031_x264.mp4,00:34.9,00:40.5,normal
Abuse031_x264.mp4,00:41.3,00:50.5,normal
Abuse031_x264.mp4,00:51.3,01:00.9,normal
Abuse031_x264.mp4,01:01.3,01:15.8,normal
Abuse031_x264.mp4,01:16.3,01:28.3,normal
Abuse032_x264.mp4,00:19.4,00:23.2,normal
Abuse032_x264.mp4,00:24.4,00:34.3,normal
Abuse032_x264.mp4,00:48.2,01:01.9,normal
Abuse032_x264.mp4,01:02.6,01:15.6,normal
Abuse032_x264.mp4,01:28.5,01:37.7,normal
Abuse032_x264.mp4,01:39.9,01:46.0,normal
Abuse032_x264.mp4,01:46.1,01:46.9,normal
Abuse032_x264.mp4,01:55.9,02:08.4,normal
Abuse032_x264.mp4,02:12.3,02:32.9,normal
Abuse033_x264.mp4,00:00.2,00:05.4,suspicious
Abuse033_x264.mp4,00:06.3,00:10.5,suspicious
Abuse033_x264.mp4,00:11.2,00:20.3,suspicious
Abuse033_x264.mp4,00:21.5,00:26.4,normal
Abuse033_x264.mp4,00:27.4,00:30.2,normal
Abuse033_x264.mp4,00:31.9,00:40.6,normal
Abuse033_x264.mp4,00:41.3,00:50.6,normal
Abuse033_x264.mp4,00:51.6,01:00.3,normal
Abuse033_x264.mp4,01:00.3,01:05.6,suspicious
Abuse033_x264.mp4,01:06.0,01:15.6,suspicious
Abuse033_x264.mp4,01:16.3,01:25.6,suspicious
Abuse034_x264.mp4,00:00.0,00:05.4,normal
Abuse034_x264.mp4,00:06.4,00:12.3,normal
Abuse034_x264.mp4,00:12.3,00:17.9,normal
Abuse034_x264.mp4,00:19.5,00:24.6,normal
Abuse034_x264.mp4,00:24.9,00:40.3,normal
Abuse034_x264.mp4,00:43.2,00:52.1,normal
Abuse035_x264.mp4,00:00.3,00:03.2,normal
Abuse035_x264.mp4,00:03.2,00:05.3,normal
Abuse035_x264.mp4,00:05.6,00:15.3,normal
Abuse035_x264.mp4,00:15.2,00:23.3,normal
Abuse035_x264.mp4,00:23.5,00:25.9,normal
Abuse035_x264.mp4,00:25.8,00:32.3,normal
Abuse035_x264.mp4,00:32.2,00:41.6,normal
Abuse035_x264.mp4,00:41.8,00:57.4,normal
Abuse035_x264.mp4,00:57.3,01:22.9,normal
Abuse035_x264.mp4,01:22.5,01:28.3,normal
Arrest001_x264.mp4,00:00.0,00:17.4,normal
Arrest001_x264.mp4,00:00.0,00:17.4,normal
Arrest001_x264.mp4,00:17.4,01:19.1,normal
Arrest001_x264.mp4,00:19.1,00:27.8,suspicious
Arrest001_x264.mp4,00:19.1,00:25.8,suspicious
Arrest001_x264.mp4,00:28.7,00:32.1,suspicious
Arrest001_x264.mp4,00:32.5,00:41.1,normal
Arrest001_x264.mp4,00:40.8,00:56.5,suspicious
Arrest001_x264.mp4,00:45.5,00:52.1,suspicious
Arrest001_x264.mp4,00:54.8,00:56.8,suspicious
Arrest001_x264.mp4,00:57.2,01:02.6,normal
Arrest001_x264.mp4,00:59.6,01:12.6,normal
Arrest001_x264.mp4,01:13.5,01:15.1,normal
Arrest001_x264.mp4,01:15.1,01:19.1,normal
Arrest002_x264.mp4,00:00.0,00:02.8,normal
Arrest002_x264.mp4,00:00.0,00:04.1,normal
Arrest002_x264.mp4,00:04.1,00:15.0,normal
Arrest002_x264.mp4,00:05.6,00:06.7,normal
Arrest002_x264.mp4,00:09.5,00:19.5,normal
Arrest002_x264.mp4,00:10.2,00:18.0,normal
Arrest002_x264.mp4,00:14.2,00:16.0,normal
Arrest002_x264.mp4,00:17.2,00:22.0,normal
Arrest002_x264.mp4,00:18.5,00:22.2,normal
Arrest002_x264.mp4,00:22.2,00:34.1,normal
Arrest002_x264.mp4,00:34.2,00:44.2,normal
Arrest002_x264.mp4,00:26.2,00:29.0,normal
Arrest002_x264.mp4,00:32.6,00:39.1,normal
Arrest002_x264.mp4,00:37.2,00:42.1,normal
Arrest002_x264.mp4,00:52.1,00:55.2,normal
Arrest002_x264.mp4,00:47.1,00:58.8,normal
Arrest003_x264.mp4,00:00.0,00:21.1,normal
Arrest003_x264.mp4,00:00.0,00:05.1,normal
Arrest003_x264.mp4,00:05.0,00:37.1,normal
Arrest003_x264.mp4,00:21.3,00:37.1,normal
Arrest003_x264.mp4,00:30.1,00:37.1,normal
Arrest003_x264.mp4,00:31.2,00:37.1,normal
Arrest003_x264.mp4,00:37.1,00:45.3,normal
Arrest003_x264.mp4,00:45.3,00:47.7,normal
Arrest003_x264.mp4,00:49.8,01:09.5,normal
Arrest003_x264.mp4,01:02.2,01:09.7,normal
Arrest003_x264.mp4,01:10.5,01:14.2,normal
Arrest003_x264.mp4,01:14.2,01:41.2,normal
Arrest004_x264.mp4,00:00.0,00:25.5,normal
Arrest004_x264.mp4,00:00.0,00:09.7,normal
Arrest004_x264.mp4,00:08.0,00:10.6,normal
Arrest004_x264.mp4,00:11.2,00:17.7,normal
Arrest004_x264.mp4,00:14.8,00:17.4,normal
Arrest004_x264.mp4,00:17.2,00:20.2,suspicious
Arrest004_x264.mp4,00:22.8,00:25.4,suspicious
Arrest004_x264.mp4,00:25.4,01:21.3,suspicious
Arrest004_x264.mp4,00:27.4,01:23.5,normal
Arrest004_x264.mp4,01:23.5,01:24.5,normal
Arrest004_x264.mp4,01:29.1,02:00.3,normal
Arrest004_x264.mp4,01:29.1,02:00.3,normal
Arrest005_x264.mp4,00:00.0,00:02.2,normal
Arrest005_x264.mp4,00:00.2,00:04.6,normal
Arrest005_x264.mp4,00:08.6,00:14.0,normal
Arrest005_x264.mp4,00:18.2,00:24.4,normal
Arrest005_x264.mp4,00:24.2,00:35.4,normal
Arrest005_x264.mp4,00:35.4,01:11.4,normal
Arrest005_x264.mp4,00:38.7,01:34.4,normal
Arrest005_x264.mp4,01:13.9,01:31.5,normal
Arrest005_x264.mp4,00:38.7,01:34.4,normal
Arrest005_x264.mp4,01:42.9,02:02.1,normal
Arrest006_x264.mp4,00:00.0,01:43.0,normal
Arrest006_x264.mp4,00:10.0,00:12.0,normal
Arrest006_x264.mp4,00:16.0,00:28.3,normal
Arrest006_x264.mp4,00:29.0,00:38.5,normal
Arrest006_x264.mp4,00:37.9,01:19.0,normal
Arrest006_x264.mp4,01:31.9,01:41.0,normal
Arrest006_x264.mp4,01:19.9,01:41.0,normal
Arrest007_x264.mp4,00:08.0,00:17.3,normal
Arrest007_x264.mp4,00:19.2,00:33.2,normal
Arrest007_x264.mp4,00:32.2,00:35.2,normal
Arrest007_x264.mp4,00:36.5,00:50.6,normal
Arrest007_x264.mp4,00:50.5,00:52.5,normal
Arrest007_x264.mp4,00:52.1,00:54.5,normal
Arrest007_x264.mp4,00:54.1,01:06.5,normal
Arrest007_x264.mp4,01:06.1,01:20.5,normal
Arrest007_x264.mp4,01:21.4,01:35.2,normal
Arrest009_x264.mp4,00:00.3,00:06.0,normal
Arrest009_x264.mp4,00:06.3,00:09.0,normal
Arrest009_x264.mp4,00:10.1,00:21.0,normal
Arrest009_x264.mp4,00:22.1,00:26.0,normal
Arrest009_x264.mp4,00:26.2,00:29.2,normal
Arrest009_x264.mp4,00:26.2,00:29.2,normal
Arrest009_x264.mp4,00:30.2,00:38.2,normal
Arrest009_x264.mp4,00:38.2,00:55.2,normal
Arrest010_x264.mp4,00:12.1,00:15.4,normal
Arrest010_x264.mp4,00:17.1,00:19.2,normal
Arrest010_x264.mp4,00:21.1,00:32.4,normal
Arrest010_x264.mp4,00:32.1,00:37.2,normal
Arrest010_x264.mp4,00:38.2,00:42.2,normal
Arrest010_x264.mp4,00:43.2,00:45.5,normal
Arrest010_x264.mp4,00:47.1,00:50.0,normal
Arrest010_x264.mp4,00:50.1,00:53.0,normal
Arrest010_x264.mp4,00:53.5,01:16.2,normal
Arrest011_x264.mp4,00:00.0,00:24.5,normal
Arrest011_x264.mp4,00:06.0,00:21.6,normal
Arrest011_x264.mp4,00:21.6,00:26.6,normal
Arrest011_x264.mp4,00:27.0,00:30.5,normal
Arrest011_x264.mp4,00:36.1,01:13.8,normal
Arrest011_x264.mp4,00:51.9,01:13.8,normal
Arrest013_x264.mp4,00:00.0,00:07.0,normal
Arrest013_x264.mp4,00:05.1,00:08.2,normal
Arrest013_x264.mp4,00:10.6,00:16.6,normal
Arrest013_x264.mp4,00:12.9,00:24.2,normal
Arrest013_x264.mp4,00:23.8,00:33.3,normal
Arrest014_x264.mp4,00:00.0,00:10.8,normal
Arrest014_x264.mp4,00:00.0,00:51.2,normal
Arrest014_x264.mp4,00:13.2,00:16.8,normal
Arrest014_x264.mp4,00:16.2,00:19.0,normal
Arrest014_x264.mp4,00:19.2,00:34.9,normal
Arrest014_x264.mp4,00:24.5,00:37.4,normal
Arrest014_x264.mp4,00:37.5,00:51.2,normal
Arrest014_x264.mp4,00:40.2,00:48.3,normal
Arrest014_x264.mp4,00:47.4,00:51.2,normal
Arrest015_x264.mp4,00:04.1,00:28.6,normal
Arrest015_x264.mp4,00:05.1,00:11.2,suspicious
Arrest015_x264.mp4,00:11.2,00:16.9,suspicious
Arrest015_x264.mp4,00:12.2,00:17.0,suspicious
Arrest015_x264.mp4,00:17.1,00:29.1,suspicious
Arrest017_x264.mp4,00:00.0,00:15.1,normal
Arrest017_x264.mp4,00:00.0,00:24.2,normal
Arrest017_x264.mp4,00:26.4,00:31.1,suspicious
Arrest017_x264.mp4,00:31.1,00:35.1,suspicious
Arrest017_x264.mp4,00:36.1,01:54.1,suspicious
Arrest017_x264.mp4,00:30.1,01:02.5,normal
Arrest017_x264.mp4,00:31.1,01:53.5,normal
Arrest017_x264.mp4,00:00.0,01:54.5,normal
Arrest018_x264.mp4,00:00.0,00:32.7,normal
Arrest018_x264.mp4,00:00.0,00:34.7,normal
Arrest018_x264.mp4,00:00.0,01:21.2,normal
Arrest018_x264.mp4,00:19.0,00:32.5,normal
Arrest018_x264.mp4,00:31.9,00:52.0,normal
Arrest018_x264.mp4,00:34.6,01:10.5,normal
Arrest018_x264.mp4,00:37.0,00:43.9,normal
Arrest018_x264.mp4,00:41.2,00:47.6,normal
Arrest018_x264.mp4,00:45.9,01:21.2,normal
Arrest018_x264.mp4,01:07.9,01:21.2,normal
Arrest019_x264.mp4,00:00.0,00:46.5,normal
Arrest019_x264.mp4,00:00.0,00:01.2,normal
Arrest019_x264.mp4,00:00.0,00:03.2,normal
Arrest019_x264.mp4,00:01.5,00:05.4,suspicious
Arrest019_x264.mp4,00:06.5,00:08.5,suspicious
Arrest019_x264.mp4,00:07.3,00:12.5,suspicious
Arrest019_x264.mp4,00:11.5,00:13.5,normal
Arrest019_x264.mp4,00:25.4,00:35.5,normal
